label,Trad_wtp3_bounds,ES_wtp3_bounds,treatment,mistakes_total,MPLWhy
62e05a40c77214b0772d5596,"(70, 100)","(15, 25)",low,1.0,"Would strongly prefer to give Alex the books with the real notes in them as he would value them.  But then, on the other hand, he wouldn't know the difference and the notes remain the same, regardless of who wrote them.  Unless Alex plans to sell the books at a later date and market them as ""real"" notes, it doesn't matter which books he gets."
5f032c613963d04d69c9327b,"(140, 200)","(140, 200)",middle,10.0,Because I want the best for him.I think my answers reflect that.
645e7b6f73146e7738e162e7,"(70, 100)","(25, 45)",low,2.0,I feel Alex would be delighted to get these two books but also a disappointment if he finds out the notes were fake. He may just be under the impression that they were real the whole time. 
60f989f2b726f86c3d24e13e,"(5, 7)","(-inf, -1)",high,1.0,I did it after judging the provided information. I also think it would be good. Form the information it was clear that he would not know which book got.
5fac037f8861fb0f18c0b24d,"(0, 1)","(0, 1)",middle,1.0,I prefer to give the same outcome despite the knowledge of each case as I find it more desirable to give those outcomes with or without further knowledge of the original/copy.
6401dc189a0c39635de7ebab,"(200, inf)","(25, 45)",middle,0.0,"If Alex knows whether he gets the fakes or not, he deserves a guarantee that he will get them as he is such a big fan. In contrast, if he doesn't know one way or the other then I think it is okay to give him the fake copy if he receives a significant payment along with it."
6295661fe84d030298cf21f0,"(15, 25)","(-1, 0)",low,0.0,"If he doesn't know what book he is going to get, and he thinks there is a 75% chance it is fake notes, then it doesn't make sense to give him the original notes books "
5dced33fc944d1018c53c520,"(45, 70)","(0, 0)",low,0.0,"It seems to me that if Alex knows that his notes are fake, because he is told they are, then it makes sense to compensate him somehow for that knowledge. If he enjoys economics, he may not appreciate fake notes. So the monetary compensation is to somehow well, compensate, for this feeling of receiving the fake versus real notes. "
63ea4ab1ce4168cbe9f63775,"(70, 100)","(25, 45)",low,0.0,"I would prefer he get the real notes, but for a large sum of money I assume he will be satisfied with fake notes"
57bdb5eb467f26000125db79,"(25, 45)","(45, 70)",high,0.0,"I gave the lower monetary bonus for receiving the fake notes, but informing Alex, because he is aware in this case of what he is getting.  I upped the bonus for the fake notes in this scenario to compensate for the lack of certainty regarding authenticity."
6116f60ae8f48f7d1244e8d3,"(45, 70)","(0, 0)",low,0.0,"He may not value the books less if he doesn't know whether they are fake or real notes. However, if he was told that he received fake notes, he may value the books less. "
60ca4cfb5c287146cad0695a,"(0, 0)","(0, 0)",middle,1.0,I thought it was a difficult assessment to make. There were pros and cons to both.
586974bc127d7700018b0e1c,"(15, 25)","(10, 15)",high,1.0,"In Case 2, I feel what he doesn't know won't hurt him, and why not give him $15.  This is entirely subjective on my part.  If he does now and then also gets $25, I feel he will feel he is 'in on it' and be okay with the fakes and the money."
645906dc264ac9eb66b7f3ec,"(70, 100)","(45, 70)",middle,0.0,"I felt that if he could tell the difference, he deserved slightly more money in those cases. It is inconsistent, I know, but it was how I felt about it."
5e14ffee6f6c63b33cf77eb3,"(15, 25)","(7, 10)",middle,1.0,"If he knew the notes were fake, i would want him to have a higher bonus so he would be less disappointed.  "
5acb7b0ae1099600016acdd6,"(100, 140)","(70, 100)",low,0.0,"I feel that in case 1 Alex would have a shot at getting the real notes but he would not be certain, in case two he would be certain.  I wanted to give a higher money award in the case that he was not certain to make him feel better. "
64413c375a0ded04a4e99a3f,"(7, 10)","(0, 1)",high,0.0,"Because I figure if he knows whether he received the original notes, then about $10 would be the threshold for what I'd feel good about receiving instead of the original notes."
63ea5b93d1c6d38e1f57dcfa,"(25, 45)","(15, 25)",high,1.0,"I felt that with a sufficient amount of bonus money, I could tell Alex that it is something he could invest and grow. I felt that, even if the notes weren't the originals, they'd still be somewhat special, coming from a friend."
6031ceae5e466a1647a29da7,"(0, 0)","(0, 0)",low,0.0,Because he still has a 75% changes that he will get books with the fake notes no matter if we tell him or not.
61575f1257634f8182c29c16,"(15, 25)","(15, 25)",middle,0.0,"Either way, I think he would most appreciate the real notes. Even though he won't know if you don't tell him, I would want him to have the real ones. "
62926b2bba027005e0a84475,"(5, 7)","(0, 0)",low,1.0,"IF he is told, and knows it's fake he'll be sad, but if he isn't and it's fake, he might still imagine they are real, and enjoy it anyway."
5b40ff8b3d066d0001609b63,"(200, inf)","(140, 200)",high,0.0,If Alex learned about whether the book was real or fake then he would know their was a chance that I chose a fake for him. It seems that he would really like an original so I felt in Case 1 I would want to give him the original notes copy. In Case 2 where he will never know I felt that 200 dollars would be a fair trade for him to have fake notes. 
5dd9f0e719eecb97dfab7b48,"(25, 45)","(25, 45)",middle,1.0,I think Alex would like the books with the real notes.  But if the bonus is high enough I think he would choose the fake notes.
6101bcb1b6f73b8138d66252,"(200, inf)","(45, 70)",middle,0.0,"In Case 1, I figured he wouldn't know, so I thought it would be okay to give him the fake notes but let him get a big surprise with the money. I figured anything below the amount I chose would not be fair to give him the fake notes. In Case 2, he would know they were fake. I figured no amount of money would make up for the fake notes to him."
643ebf44db98b64228ffb5a1,"(0, 1)","(0, 0)",high,1.0,I chose fake notes plus $1 to maximize the bonus.  He can read the books and ignore the notes.
6159d4026fd4e22c9f1179c1,"(70, 100)","(70, 100)",middle,0.0,"I believe that it is most important for Alex to receive the original notes as often as possible, but I believe that the monetary compensation for the last three options is high enough to possibly justify giving him the fake notes."
5c101f812a1a620001f04007,"(200, inf)","(0, 0)",middle,0.0,"If he knows, then that would mean more to him.  I would want him to have the original notes.  If he will never know, then it really doesn't really matter."
5ede3d2ef7c9f9068776c4d2,"(25, 45)","(10, 15)",high,0.0,I thought the bonus can be smaller when Alex doesn't know if the notes are the original ones or the fake ones.
5ac50a19a3ba7a0001b4a483,"(200, inf)","(200, inf)",high,2.0,"I want him to have the real notes because I feel like that is something important to him, since he loves economics. I don't think giving him money is necessary or appropriate."
60c4e1091b936c7b812e5af4,"(7, 10)","(3, 5)",low,1.0,"If he knows they are fake notes, than I wanted to reward a higher bonus.  If he doesn't know if they are real or fake then I gave a lesser bonus."
5c8db07eb1f89a0016777fe0,"(15, 25)","(10, 15)",high,0.0,I wanted to take a higher amount of money since Alex might found out that he got the fake notes.
5c1980c24a03080001139d5a,"(25, 45)","(140, 200)",high,0.0,I highly prefer he get the original notes. 
6111919f7c6e2daafc04d6a8,"(15, 25)","(-1, 0)",middle,1.0,"I figure Alex would really like to have the original notes, but that 25$ was probably enough money that he wouldn't mind having identical, fake notes. If he could get the original plus a dollar, great!"
5f1091aa4bd173363a9700ec,"(0, 1)","(0, 1)",low,0.0,"I gave those answers because I thought it was the fairest thing to do. Whether they're original or doesn't matter since they're almost the same, it was probably better to get the extra dollar.  "
60fe04ef652fd1fafaa4ae50,"(45, 70)","(15, 25)",low,0.0,"If Alex was going to find out that the notes were fake, I wanted to ensure he at least received a monetary value that was equal to or greater than the value of the books with the original notes to ""make up for the fake notes"" in a sense. If Alex would never find out that the notes were fake, then any monetary amount just feels like a surprise bonus. There's more ignorance and less guilt involved."
5c3517a567013e0001eff811,"(7, 10)","(0, 1)",middle,0.0,He wouldn't know the difference.
5dd321de568ca5331021fb2b,"(200, inf)","(200, inf)",low,0.0,I know Alex would prefer the original notes by the writer over cash.
6369dfcfb205120e7442ea69,"(25, 45)","(7, 10)",high,0.0,I think Alex should get a larger bonus if he knows he is getting books with fake notes.
5d4a41890e604c00011ade8b,"(0, 1)","(-inf, -1)",middle,1.0,"I thought Alex would be happier with getting original notes if he was told which one he would get. However if he wasn't told, then I think the fake notes are fine since the handwriting is indistinguishable from the original anyways."
570d22b35e5156000efd8bd5,"(0, 1)","(0, 1)",middle,0.0,I wanted him to read the real notes but if he got paid for reading the fake notes then I thought it would be best if he got the money
62728884995a1a76605d0214,"(0, 1)","(0, 0)",low,1.0,In the first case he didn't know so i said give the fake ones. The second case since he knew I gave the real ones to him. 
646792a49a85f35e7a7f5169,"(0, 0)","(0, 0)",low,1.0,"I truly didn't care either way. Alex is getting two books he is very interested in. To me, original note vs. fake doesn't diminish the gift of the books."
63fcd09eb2a3b6b7ce286a11,"(25, 45)","(70, 100)",low,1.0,I feel like if he knew it would be better to give him less money. And when he doesn't know you should give him more money. 
5fb865ade47b465ad43580d9,"(140, 200)","(100, 140)",high,1.0,"I thought that I gave the same response for both so I'm confused.  If not, I did mean to give the same response.  I don't feel like giving fake copies regardless."
5ddcd77f23f9f1c2c45d6c18,"(70, 100)","(70, 100)",low,1.0,I wanted Alex to have the best chance at getting the original notes.
62ddaf6866360121676c29c3,"(15, 25)","(15, 25)",middle,0.0,"I believe that Alex would prefer the genuine article. There is no rationale in withholding the original notes, and I believe he would be appreciative. "
63f2261685a2effaa7a16de6,"(200, inf)","(200, inf)",high,0.0,"I am an avid reader of non-fiction books. I also place great value when getting a book autographed or otherwise signed, with a message, from the author. I prefer authenticity -- thus, I chose in both situations that Alex receive the books with the real notes from the authors. To me, that is of more value than the bonuses."
6003ef9269c7814f0ca7b46a,"(200, inf)","(200, inf)",middle,0.0,"Having the original notes has a sort of essence behind them that are priceless. He would not know the difference, but consciously I would want for him only have the real thing. It would feel wrong to allow him to have the fake notes. "
5b75d448be28580001b5a603,"(7, 10)","(7, 10)",middle,1.0,"I don't see the point of the deception. With all involved, I think the best outcome is to have the genuine articles delivered to Alex."
64135e3d9cd5e3f16290d29c,"(0, 1)","(-inf, -1)",low,1.0,"If we don't tell Alex he should get the fake ones, if we tell Alex he should get the original notes because we told him"
642954d588469609635ad049,"(-1, 0)","(15, 25)",high,0.0,I used my intuition 
63f7a3efa5b4d0027e3185f0,"(200, inf)","(140, 200)",high,0.0,"If he gets the fake notes, I'd rather he get the highest gift amount possible. If he gets the real notes, which I imagine would be his first choice anyway, it would be the best outcome."
646678b318a5b18f7d815a52,"(1, 2)","(-1, 0)",low,2.0,I am very convinced about my answers
572041d6fd3a5200093c1295,"(0, 0)","(0, 1)",middle,1.0,"Since Alex likes economics, I would prefer him to know and have the real notes. However, if he is aware upfront that the notes are fake, he would be mentally prepared for a fake note and a nice bonus."
63e54fcea0c5230798a8303b,"(45, 70)","(10, 15)",low,0.0,"I think with the senario where he doesn't know if they are real, the bonus is more important. When he does know, the real one is more important."
62b9c2f1e55fe9f17dfedc5d,"(2, 3)","(15, 25)",high,0.0,I tried to get the best options for the original signatures
6052961c99d0779f4f953050,"(200, inf)","(70, 100)",middle,0.0,"If Alex knew he were getting the fake or originals, I would want to give him the intended gift without wonder. The subject is something he feels strongly about, so he would appreciate the gift. If he didn't know one was or the other he might always wonder if he had an authentic thing or not."
612a5744ab67e0bc1b93dd8b,"(7, 10)","(0, 1)",middle,1.0,"I just figure that if he got the fake notes and knew it, he should get something extra."
5d7047d764b37b0017ffa710,"(200, inf)","(200, inf)",high,0.0,Alex loves economics and admires these professors. I think he would rather have the original notes than fake notes and any amount of money.
63c13fcab1eda5bbe034a17c,"(200, inf)","(200, inf)",middle,1.0,I believe it is very important to gift Alex the original copy since it is a gift. Presents ought to be original.
61215e3aa4bfb36533f6c77c,"(0, 1)","(0, 1)",high,0.0,Because in both cases i prefer alex to receive original notes.
56e130548b1c33000a388671,"(0, 0)","(0, 1)",middle,1.0,"After thinking it over, I felt it was better to have a more ""surprise"" aspect in this case"
64441dd1c4c3ae59c00e4685,"(0, 0)","(0, 0)",high,0.0,"I chose the response ""I am indifferent"" for both cases because the instructions provided suggest that Alex has a 75% chance of receiving the books with original notes in both cases. Since I do not have any additional information or preferences for Alex's situation, I am neutral regarding his choice between the original and fake notes."
5f0a686635f72917e94c7a63,"(200, inf)","(200, inf)",low,0.0,I believe that Alex deserves to receive the books with the original notes no matter what. This is only fair because this is part of what giving a gift is supposed to be about is being genuine. 
57d0a0bee3221e00015fe385,"(70, 100)","(70, 100)",high,0.0,"I have no idea what you're even asking. Alex prefers the original books, but would probably prefer $100+ more. I don't know what you're asking"
62b055b8af4eda974466ad0d,"(25, 45)","(25, 45)",high,0.0,I think the financial bonus might be worth it for him not to know either way. He still believes there's a 75% chance they are real. 
632f16551c905f94e05945bd,"(45, 70)","(0, 0)",middle,3.0,"Well, I think he would be happy in any case.    If he doesn't know whether it's a real dedication or not, that's better for him"
600cb9f465eb1c40307723a8,"(200, inf)","(200, inf)",low,0.0,"I don't have a reason why I would not give Alex the original copies. I feel that the books have more sentiment with the original notes despite being indistinguishable from the fake ones. Also, the value for those books could increase if Alex chooses to sell them in the future."
62fe6312269d0e4ae894297b,"(5, 7)","(5, 7)",low,1.0,I feel like the original notes have the same value whether he learns or not.
6478d8ebc903ff941f361448,"(70, 100)","(70, 100)",low,1.0,"I just thought that, whether or not Alex knows if the notes are real, $100 would be the threshold at which the cash prize would tip the balance."
60e7639e8eca5490df1e412e,"(45, 70)","(45, 70)",middle,0.0,I believe that it would be in the best interest of Alex to receive the amount that is specified when receiving the fake notes.
63d4857d5c9e6f18b03027b3,"(45, 70)","(45, 70)",low,0.0,"There just reaches a point, where the money being offered is worth taking, regardless of whether he is told which set he's receiving.  "
5b33a01fa8327d0001003821,"(200, inf)","(200, inf)",high,0.0,I think that Alex would prefer the original books with the notes inside rather than money.
63bd81516745e78ee7f50f7f,"(7, 10)","(0, 0)",middle,0.0,"in case 1 if he knows about the notes I think he will appreciate it, if he does not know there is no harm in not telling him."
6387babfacd7cd425ca0d01f,"(200, inf)","(200, inf)",middle,0.0,Honesty. Integrity. I don't understand the value of fake notes. It will mean nothing in the long run. The money has little meaning or value. I would rather have the real notes and no money than receive something fake like this. 
58503134ed99c80001cebc0a,"(70, 100)","(70, 100)",low,0.0,I think $100 is a nice little bonus no matter if he knows if they notes are fake or not. I think he would appreciate at least that amount knowing the notes are fake. 
6475e3b08c14ba10d9e6f70f,"(-1, 0)","(-1, 0)",low,1.0,By telling or not telling Alex about the fake or the original the possibility of him getting the fake books is high.
5e7acbd0373d5e0c087a112c,"(15, 25)","(15, 25)",low,2.0,I think $25 is a good point where the money would make the fake notes more worth it
6238b95932e705108020765a,"(0, 0)","(0, 0)",high,0.0,"Well based off what I was told, the ""fake notes"" have to be equally as good. The professors couldn't even tell the fake notes from the real ones, so as long as they are of equal quality I don't think it matters much which he gets."
62bd1d1283b326cde10cf27a,"(45, 70)","(25, 45)",low,0.0,"In case 2, Alex does not know if the notes are real or fake.  I felt that the monetary reward should start a little bit earlier, since Alex will never know the truth about the notes.  I believe the real notes add some value to the books."
57658ec09dcd970001dbdbd5,"(25, 45)","(25, 45)",middle,0.0,"The notes are worth something to someone who loves economics, but they're probably not worth more than the books themselves."
61bb389740db417c1a138cad,"(15, 25)","(70, 100)",high,0.0,I think not telling Alex if the notes are fake or not as a negative.  So I think his bonus should be higher in Case 2.
5765dffd7805730001ecfcd0,"(70, 100)","(200, inf)",middle,0.0,"Honesty is the difference.  Not telling him, though it isn't lying since he knows it's a possibility, feels wrong to leave him with fakes he thinks might be real at any price.   Once he knows which is which it's a matter of value.  As I don't know how much he values money over genuine copies, I had to guess."
642f61481e01b1f9e29cff4b,"(0, 1)","(140, 200)",middle,2.0,because I think he should get the highest paying bonus LOL
63d156100e702f67d226f892,"(25, 45)","(25, 45)",low,0.0,I guess I'd just rather him get the originals because thats cooler and that's what I would want 
63dd3dd2593c92be97d8dbde,"(70, 100)","(70, 100)",high,0.0,Because I feel that the original notes would be a better outcome. 
6307bd3bb93e804d22332b3e,"(0, 1)","(0, 1)",high,1.0,"because it doesnt matter to me what is going on with him, so i just went with the same answer for both because its not relavent to me what happens to him."
5d863f244d401800016ece02,"(15, 25)","(10, 15)",middle,0.0,I gave a larger amount in case 2 because Alex deserves a little more now that he knows the notes are fake.
5f9057735c69b00e72665f84,"(3, 5)","(7, 10)",low,0.0,Case 1 Alex won't know if he gets the fake notes so I figured I'll give him the money later so he gets a cash bonus.  Case 2 he will know if it's fake or not so I gave him the bonus money sooner than Case 1.
5bcbd66377740000016a64b0,"(70, 100)","(1, 2)",high,0.0,"I would think if Alex is none the wiser, they would probably prefer to have the books AND the money ."
5ec6747917fbef0476a0841a,"(200, inf)","(200, inf)",middle,0.0,I would rather Alex receive the books with the original notes because ethically it feels like the right thing to do.
5dcc820f90f10891fa6b21e9,"(70, 100)","(45, 70)",middle,0.0,"I feel like with his love for economics, if he knows that the copies he receives are not the originals, a higher compensation/bonus would make him feel better, or else, he'd probably prefer the original versions more. "
5e34325430e5263f0bebb32d,"(200, inf)","(140, 200)",high,0.0,"Since he will not know I figured $200 is a nice bonus for him.  On the other hand since he will know, I would be sure he would rather have the original notes instead of the $200."
641370f5a8d3826956778170,"(0, 1)","(0, 1)",middle,0.0,I FEEL ALEX WILL NEVER KNOW THE DIFFERENCE 
63f77918727a980f950a4e86,"(200, inf)","(70, 100)",high,1.0,The increased dollar amount of the bonus affects my answer.
644c34bee80856c9546c7312,"(140, 200)","(-1, 0)",middle,1.0,I thinks its a 50-50 chance.
633c74ad6178784ed5b52104,"(0, 1)","(1, 2)",high,1.0,I wanted to be reasonable with the choices I made.
5d1511f1e814b800016108a6,"(200, inf)","(200, inf)",high,0.0,I'm assuming since Alex is such an economics fan he would appreciate the real notes over the cash payout.
5ea974ce007217052a763022,"(15, 25)","(45, 70)",low,1.0,"The probability of him getting the fake notes was higher in case 2, so I thought that should change the money he'd get"
63d73ed8b1c15ff155c74597,"(200, inf)","(200, inf)",high,0.0,he loves economics and the value of the original author's notes is invaluable.
610049f981983d371de57fbf,"(70, 100)","(0, 0)",high,1.0,"I believe Alex would like the extra cash so as the bonuses went up, I chose fake notes instead. "
5b91f3f9d99ca20001ef6d8b,"(-1, 0)","(-1, 0)",middle,0.0,I chose the answer I did based solely on the bonus of $1.
5d83dba73dfcaa0019a3125f,"(0, 1)","(0, 0)",low,1.0,I felt that not being told didn't really matter as much as being told whether he got the original or fake notes. I thought that it would be better to get the original if he did in fact know.
5c6f906672c0e50001d9332a,"(0, 0)","(0, 0)",low,0.0,"Since the fake notes are indistinguishable, I honestly don't think it matters if he's getting the book for free anyway. Also, it seems the bonus is higher with the fake notes. For myself, I would rather have money than a signature. "
6273088a00cf446a9c9cd8f6,"(45, 70)","(-inf, -1)",low,1.0,"On the one hand, I would like Alex to get an authentic version.  On the other hand, ignorance is bliss.  He might be better off just not knowing."
6102c1985bc0272a6ac32793,"(70, 100)","(45, 70)",middle,0.0,I chose to give Alex the original notes for the majority because he loves economics and I think it would mean a lot to him. I chose the $100 mark for telling him because I think he would be appreciative of the special bonus. I chose the $70 mark for when he does not know because either way Alex would not know. 
62ed458d61ebd1930833e95a,"(10, 15)","(10, 15)",low,0.0,i wanted him to get the original notes
63ce4a983479277bba4987c5,"(25, 45)","(0, 1)",high,4.0,That is how I feel.
5f636ecb4ea0bf03d640028f,"(200, inf)","(45, 70)",middle,0.0,"I think it is right to give Alex books with original notes if he is aware that they are original, but if he is not aware, he can still appreciate the book and the extra tips"
62950797c66ad6f3715bb6e6,"(200, inf)","(200, inf)",middle,2.0,"I can't think of anything worse than giving fake notes, if I wanted to give cash I would have.    I see the notes as MORE important than the books. "
60c4e59f7d316239aa92f87d,"(140, 200)","(25, 45)",low,0.0,"If Alex is told they received the original notes, they would need to be compensated highly if receiving the fake notes."
5dce29700ad506063969a4a5,"(70, 100)","(70, 100)",low,0.0,I thought about the value of the books with the notes and without the notes. I thought the books with the notes would be worth more. I also put myself in Alex's place and thought which one I would want more.
632a385defc440ca225a32b4,"(200, inf)","(-1, 0)",low,0.0,"In Case 1 where Alex is not informed about whether the books contain original or fake notes, I provided a response that leans toward Alex being better off. This is because not knowing the authenticity allows him to enjoy the possibility of having genuine notes without the disappointment of finding out they're fake.    In Case 2, where Alex is informed about the authenticity, I suggested that he might be worse off. This is due to the potential disappointment he might feel upon discovering the books contain fake notes, which contrasts with the anticipation of receiving original ones.    The reasoning behind these responses is to consider the emotional impact and psychological factors associated with expectations and outcomes in each scenario."
63312f0451ba56e5a520eb62,"(70, 100)","(0, 1)",high,0.0," In Case 1, where Alex is informed about whether the books he got have original or fake notes, my response considered the impact of knowledge on Alex's actions. If he knows about the notes' authenticity, he can make informed decisions about using the money and the potential legal consequences. In Case 2, where Alex is not informed, my response focused on the immediate practical value of the money without considering potential ethical or legal implications, since he's unaware of the notes' nature. The differing responses stem from whether Alex's knowledge of the notes' authenticity affects his decision-making process."
62d43bf9cb693bf6980c5ea9,"(0, 0)","(0, 0)",low,0.0,I really do not care whether a stranger gets the real or fake handwritten notes
57298879dfbb55000903bbbe,"(0, 1)","(0, 0)",high,1.0,"I was really basing it on the fact that the notes are indistinguishable. Since they are for all intents and purposes the same, I thought that it would be best to get the fake ones with a cash bonus. I probably should have went for a larger bonus, however."
6413577c3565b8c76d846034,"(70, 100)","(45, 70)",middle,0.0,"If Alex is not knowledgeable about whether the notes are real or not, and cannot find out, he would probably rather have the money. I perceive having original notes from the authors as having some value for Alex, so knowing if they are real or not has value to him."
5fbd18be2b7651043385b705,"(10, 15)","(0, 0)",middle,1.0,I so no reason to tell him if the notes are fake or original. If he doesnt know it doesnt matter. If he will be told then its just best to be honest.
61222038c2048b50449284a1,"(70, 100)","(100, 140)",low,0.0,"I just felt like since Alex knew the notes were fake, he should receive a different level of compensation."
633f4f203450d46b01e3d16b,"(-inf, -1)","(1, 2)",high,0.0,I looked at the bonus Alex would receive. I felt that a bonus with a fake note would be fair compensation.
6404f184dffe93798dca0f5f,"(140, 200)","(15, 25)",high,0.0,The first case I thought just go ahead and give him a little cash since he will not ever know.  In the second case I was thinking he would want the books more so if he didn't  get them give him good lump of money to make up for it.
63483c4522d65d46028da7a7,"(0, 1)","(-1, 0)",low,0.0,I wanted Alex to know when he was told that he received the original. There is no value in them being fake in this case. When he is not told I wanted to align with the given assumption that they were fake. 
5a973b8235237b0001127686,"(70, 100)","(0, 0)",low,2.0,if they are real- he deserves to know. and would feel more valuable and authentic to him. but if fake- it's probably better to not really know the truth.
5db753692a16b8000b4d44f6,"(200, inf)","(200, inf)",high,0.0,Because he will have the original notes no matter what that way. $200 isn't enough to receive fake notes
56b43607c54e3c000d3c9b0b,"(45, 70)","(45, 70)",middle,0.0,"It didn't really matter to me whether Alex knew or not whether he got the original or fake notes. I was just trying to think how much value the original notes would have for him, and I felt that he would rather have the $70 rather than the original notes."
5bcd80e232e46700016f76e5,"(70, 100)","(70, 100)",middle,0.0,"I didn't give different responses. At least not for which books I'd prefer Alex to have, unless I clicked something wrong. "
5c26ff27bbcebf0001cc8eeb,"(3, 5)","(0, 0)",high,0.0,I made different choices based on whether or not Alex would learn if the notes were genuine. 
647dde92d730823a9e5c7f0f,"(70, 100)","(45, 70)",middle,0.0,"in Case 2, since he will not be told, I placed a lower threshold to the cash amount simply because of the uncertainty involved. I chose a monetary value that I felt reflected the 'uncertainty' premium."
5a8f13595292b80001235e09,"(15, 25)","(25, 45)",middle,2.0,Just because of the difference in knowing and not knowing they are real original or not. 
615e1782e969d4939045c54f,"(0, 1)","(25, 45)",high,2.0,he probably be blessed if he had no knowledge which one is fake or original 
5c388683fb3f0f0001fdf65a,"(7, 10)","(7, 10)",high,1.0,I did not find it particularly important if Alex will be informed or not about the notes.
5ba98278d08ab20001c84f2b,"(-1, 0)","(0, 1)",low,0.0,I gave different responses because it would interesting to see different scenarios. 
610455c1ee6fdb0b18a4bcf2,"(0, 1)","(0, 0)",high,0.0,I gave different answers because to me it mattered if he would be told which book he was getting and what his bonus would be.
6238dfab577ecd4adb97a917,"(200, inf)","(200, inf)",high,0.0,Because both his odds on getting real was 75%
54d2c4e2fdf99b2c319a8cf6,"(200, inf)","(200, inf)",middle,1.0,Books by experts in one's field of interest with notes from the author are more personally valuable than the bonuses offered.
5fba83d59b6574a3b7a9cdef,"(70, 100)","(0, 0)",low,0.0,"If he has knowledge of which one is fake and real, then he should the original ones. If he's not able to find the knowledge of which one is fake or real, it really doesn't matter what he receives."
5dd40277e08a363e4e006384,"(140, 200)","(140, 200)",low,0.0,It doesn't matter if he knows or not. I don't know a single person that couldn't use an extra $200
5d8e64ab4e055600157a3d90,"(70, 100)","(70, 100)",low,0.0,"Whether or not Alex is told which notes he got, I feel that he would value the books with the real notes almost to the level of $100. I would like for him to receive the books with the original notes as I know it would mean a lot to him, but at a certain point I think he'd prefer money."
63d3fec908b40217bbd48993,"(140, 200)","(140, 200)",middle,1.0,I just want him to have the same gift and bonus regardless of what you tell Alex. 
5d0d16d991270800010b7dd7,"(-inf, -1)","(25, 45)",low,0.0,"I think the price I set at the beginning was too high, so I decided a slightly more reasonable value"
62885de1cdfe242015ccacef,"(200, inf)","(200, inf)",high,1.0,I think Alex deserves the books with real notes. Fake notes would be a bad thing. No money would pay for it. 
63dac3039dddeaa909a790fb,"(200, inf)","(200, inf)",middle,0.0,"I guess the matter of the notes being original or fake was more important to me than the bonus money. Obviously I don't know Alex's financial situation, but I don't like the idea of being dishonest about authenticity. Whether you told him that the books were original or fakes wasn't really important to me because the underlying question is the same in my mind: it's about being straight-forward. Giving him the books with the fake notes (whether or not he knows) just seems fundamentally dishonest to me and no amount of money magically makes that untrue. I just thought that giving him the originals, regardless of the money, was the option in both cases that maintained my integrity. "
6400d98030c52020eabfd538,"(2, 3)","(2, 3)",middle,0.0,Because I really want Alex to get the original notes.
5e2ac2aa0038f21089a533a4,"(15, 25)","(15, 25)",low,0.0,"I would prefer the original notes rather than the fake ones and so I think Alex would too. However, since no one can tell that the fake notes are fake I think that $25 or more would be a nice bonus."
5e349833001ff8468fda08c6,"(45, 70)","(45, 70)",low,0.0,The extra money would probably be worth more to him than whether or not the notes weren't fake. 
5d46daa91274770001916403,"(0, 1)","(0, 1)",low,1.0,I felt like he deserved to just get the real ones in any case.
5bf4f905345b9b00016eda45,"(70, 100)","(70, 100)",low,3.0,"I feel like he'd appreciate getting the real notes regardless of whether or not he knows it. he might be able to intuit that they're fake even if he doesn't know from prior knowledge. Also, since he loves economics so much, I doubt this guy is poor, so any bonus below 100 is likely meaningless to him."
607cbf385d3202721e3f719f,"(140, 200)","(70, 100)",middle,0.0,"  If  the notes are fake than I want him to have a high bonus, because that would probably make him happy.  If the notes are real no bonus is necessary."
606479c20b621e3a22d6c0d5,"(25, 45)","(45, 70)",high,0.0,I want Alex to have the option to sell the books and make some decent cheddar.  If he has the original notes it seems like the books will have more value...if he is going to get a fake for sure then I want him to have some up front money.
5c1199258b095d00015cf0ec,"(10, 15)","(10, 15)",middle,1.0,"If Alex either knows the true nature of the notes/ signatures, he may not be able to get anything more than a few bucks for the books, should he decide in the future to sell or pawn them.  If he decides to keep them, he won't be able to tell whether they are authentic (if he wasn't informed), and anyone buying the books won't be able to tell either.  Beyond that consideration, how much would he get for them...who really values signed books from prize-winning economists??"
5c395df5f5ebd50001850900,"(25, 45)","(7, 10)",middle,0.0,"If you tell Alex the truth, then I think some extra cash would help ease the fact that he got fake notes. But if he doesn't know any better, then I don't think it matters too much either way, though I think there ought to be a preference for the original notes anyways."
632ff41f3631baf749984e3e,"(25, 45)","(15, 25)",low,0.0,"I feel like in the instance where telling Alex that the notes are fake he should receive more monetary compensation. In the case where he doesn't know if the notes are fake, the monetary compensation is just a nice little bonus."
633dbb46887d82536a9ee265,"(45, 70)","(45, 70)",high,0.0,"I think Alex should get the real books regardless if they know they are real or not. As for the bonus, I chose the split that I'd like best."
5d16d17119d2ed0015e21360,"(140, 200)","(140, 200)",high,0.0,Because I would want Alex to receive the original notes in most cases. 
5d127351768ee30019d6231f,"(70, 100)","(0, 0)",low,1.0,"Well, in the case where he is not told whether the notes are real or fake it will make no difference to Alex"
641b75662ac773952a58da70,"(200, inf)","(200, inf)",middle,0.0,The authenticity of having the original notes far outweighs the bonus money.
5ba4057af0741400010637b9,"(1, 2)","(0, 1)",low,0.0,"Case 1 where Alex doesnt know if the notes are real or fake, I feel I can get away with hiding it.  If Alex is going to learn, I still want to make as much as I can and he gets a bonus anyhow"
