participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.finished,participant.Trad_strict,participant.ES_strict,participant.switch_order,participant.confirm,participant.start_time,participant.end_time,participant.treatment,participant.WTP_same,participant.choices_orders,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.development,session.config.real_world_currency_per_point,session.config.participation_fee,session.config.name,session.prolific_completion_url,welfare.1.player.id_in_group,welfare.1.player.role,welfare.1.player.payoff,welfare.1.player.browser,welfare.1.player.confirm,welfare.1.player.ES_wtp,welfare.1.player.Trad_wtp,welfare.1.player.ES_learn,welfare.1.player.Trad_learn,welfare.1.player.ES_wtp2,welfare.1.player.Trad_wtp2,welfare.1.player.ES_learn2,welfare.1.player.Trad_learn2,welfare.1.player.ES_wtp3,welfare.1.player.Trad_wtp3,welfare.1.player.ES_learn3,welfare.1.player.Trad_learn3,welfare.1.player.MPLWhy,welfare.1.player.experience,welfare.1.player.experienceWhy,welfare.1.player.arkansas,welfare.1.player.arkansasWhy,welfare.1.player.warhol,welfare.1.player.warholWhy,welfare.1.player.cq1,welfare.1.player.cq2,welfare.1.player.cq3,welfare.1.player.cq4,welfare.1.player.cq5,welfare.1.player.cq6_treatments,welfare.1.player.cq6_ambiguous,welfare.1.player.feedback,welfare.1.player.feedbackDifficulty,welfare.1.player.feedbackUnderstanding,welfare.1.player.feedbackSatisfied,welfare.1.player.feedbackPay,welfare.1.player.cq1_mistakes,welfare.1.player.cq2_mistakes,welfare.1.player.cq3_mistakes,welfare.1.player.cq4_mistakes,welfare.1.player.cq5_mistakes,welfare.1.player.cq6_ambiguous_mistakes,welfare.1.player.cq6_treatments_mistakes,welfare.1.player.ES_learn_mistakes,welfare.1.player.Trad_learn_mistakes,welfare.1.player.ES_learn2_mistakes,welfare.1.player.Trad_learn2_mistakes,welfare.1.player.ES_learn3_mistakes,welfare.1.player.Trad_learn3_mistakes,welfare.1.player.timeSubmitted_PostCQs,welfare.1.player.timeSubmitted_Cases,welfare.1.player.timeSubmitted_Cases2,welfare.1.player.timeSubmitted_Cases3Explain,welfare.1.player.timeSubmitted_Cases3,welfare.1.player.timeSubmitted_ReviewStatements,welfare.1.player.timeSubmitted_PostMPL,welfare.1.group.id_in_subsession,welfare.1.subsession.round_number,welfare.2.player.id_in_group,welfare.2.player.role,welfare.2.player.payoff,welfare.2.player.browser,welfare.2.player.confirm,welfare.2.player.ES_wtp,welfare.2.player.Trad_wtp,welfare.2.player.ES_learn,welfare.2.player.Trad_learn,welfare.2.player.ES_wtp2,welfare.2.player.Trad_wtp2,welfare.2.player.ES_learn2,welfare.2.player.Trad_learn2,welfare.2.player.ES_wtp3,welfare.2.player.Trad_wtp3,welfare.2.player.ES_learn3,welfare.2.player.Trad_learn3,welfare.2.player.MPLWhy,welfare.2.player.experience,welfare.2.player.experienceWhy,welfare.2.player.arkansas,welfare.2.player.arkansasWhy,welfare.2.player.warhol,welfare.2.player.warholWhy,welfare.2.player.cq1,welfare.2.player.cq2,welfare.2.player.cq3,welfare.2.player.cq4,welfare.2.player.cq5,welfare.2.player.cq6_treatments,welfare.2.player.cq6_ambiguous,welfare.2.player.feedback,welfare.2.player.feedbackDifficulty,welfare.2.player.feedbackUnderstanding,welfare.2.player.feedbackSatisfied,welfare.2.player.feedbackPay,welfare.2.player.cq1_mistakes,welfare.2.player.cq2_mistakes,welfare.2.player.cq3_mistakes,welfare.2.player.cq4_mistakes,welfare.2.player.cq5_mistakes,welfare.2.player.cq6_ambiguous_mistakes,welfare.2.player.cq6_treatments_mistakes,welfare.2.player.ES_learn_mistakes,welfare.2.player.Trad_learn_mistakes,welfare.2.player.ES_learn2_mistakes,welfare.2.player.Trad_learn2_mistakes,welfare.2.player.ES_learn3_mistakes,welfare.2.player.Trad_learn3_mistakes,welfare.2.player.timeSubmitted_PostCQs,welfare.2.player.timeSubmitted_Cases,welfare.2.player.timeSubmitted_Cases2,welfare.2.player.timeSubmitted_Cases3Explain,welfare.2.player.timeSubmitted_Cases3,welfare.2.player.timeSubmitted_ReviewStatements,welfare.2.player.timeSubmitted_PostMPL,welfare.2.group.id_in_subsession,welfare.2.subsession.round_number
1348,u8j9zp6r,607134f478e13587bd89e13a,0,36,36,welfare,Finished,2023-08-23 15:32:27.646523,1,,,0.0,1,true,true,0,1,1692804747.6958494,1692805365.3948042,middle,0,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1348,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:9""}","{""history"":[],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805003.220781,1692805029.8020566,1692805042.3376074,1692805057.0863345,1692805087.2462518,1692805093.3243592,,1,1,1348,,0.0,,,,,,,,,,,,,,,"Case #1: depending on the bonus amount, if he ends up not knowing, at least he gets some monetary compensation  Case #2: He'd know if the notes he was receiving were fake so it's better to just give him the original notes",0,Something like that could really mess with you psychologically. It could only be detrimental to your mental health. ,0,"He doesn't know why he's being charged $100 more and thus will probably start having negative feelings towards the government. Also, the government should be upfront with any changes to one's taxes. ",0,Someone should be made aware of what they purchased. Someone might have wanted a copy and not an original or vice versa. ,,,,,,,,,10,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805155.4050024,1,2
1349,6wmtlhv5,63d1e114550c261e5d78a941,0,36,36,welfare,Finished,2023-08-23 15:32:29.602288,1,,,0.0,1,true,false,0,1,1692804749.9564636,1692805771.2268605,low,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1349,,0.0,Chrome 116,1,1,1,2,1,2,1,2,1,NA,"{""history"":[""left:6"",""right:6""],""cutoff"":""left:7""}",,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692804921.7460706,1692804979.4875164,1692805007.5342596,1692805035.4976225,1692805083.9251423,1692805105.0654252,,1,1,1349,,0.0,,,,,,,,,,,,,,,"In Case 1, since Alex will not learn whether he got the original or fake notes and they are indistinguishable, I don't think there is any harm in giving the fake notes if he gets a bonus. In Case 2, since Alex does learn which notes he got, I think he should get the original notes up until the bonus is high enough and then I think he would like the bonus and the fake notes.",1,"Even though it is not reality, you believe it is real. And I think it would be cool to experience unique or once in a lifetime experiences.",0,"I think it would be better if the government let people know why they are increasing taxes. John is contributing the money either way, but with donating John at least knows his money is going to a good purpose.",0,No one knows which is the original or the copy so having the original has no meaning,,,,,,,,,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805270.046804,1,2
1350,q041gq0l,637656f618065b68614915b0,0,36,36,welfare,Finished,2023-08-23 15:32:35.755468,1,,,0.0,1,true,true,1,1,1692804755.9566324,1692806092.6218493,low,1,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1350,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:0""}","{""history"":[],""cutoff"":""left:0""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805373.5933173,1692805416.4093711,1692805444.8788788,1692805469.6587873,1692805500.9449418,1692805526.606028,,1,1,1350,,0.0,,,,,,,,,,,,,,,I think it's best to have the original notes.  I think Alex can learn better with the real notes.,0,I don't really know.  I just know I'm uncomfortable with the machine.,1,"Regardless, John has $100, regardless of what he plans on doing with it he is still better off than he was",0,I'm unsure and err on the no.  If he doesn't know if he has the original how can he know what it's wort  ,,,,,,,,"This was a fabulous study.  I hope that you offer more of these in the future.  You instructions were very clear, probably one of th best instructions I've ever been given in studies.",10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805578.5422258,1,2
1351,fcmr0nme,5dcf4136cf8e7e086ea019e4,0,36,36,welfare,Finished,2023-08-23 15:32:43.908350,1,,,0.0,1,true,false,0,1,1692804763.9828913,1692805774.4778557,low,0,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1351,,0.0,Chrome 116,1,3,1,2,1,,1,,1,NA,"{""history"":[],""cutoff"":""right:11""}",,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692804997.3039193,1692805038.4851665,1692805055.9888976,1692805087.4659424,1692805128.0600884,1692805202.5076194,,1,1,1351,,0.0,,,,,,,,,,,,,,,"In Case 1, he will assume notes are fake with 75% chance, and will never know if they are or not, so I am indifferent as to whether he gets real or fake notes. In Case 2, he will know if real or fake. I prefer he gets real notes in all cases, since he is such a fan of the authors and would likely prefer to have their real notes over money, even over $200.",0,I would be so depressed when I left the machine that I would wish I had never tried it.,0,"Since John does not know what his $100 is going toward, he is worse off, since he is out $100 he could've spent on charitable contribution of his choice or on himself. ",1,"It's a huge ROI for $250. I realize person doesn't know whether they bought original or copy, but if and when technology or some other means of authenticating the original becomes available, it would be highly desirable to have the original. BTW I think this social experiment is idiotic and irresponsible if they indeed no longer know which is the original. Surely the paper is different than the copies' paper.",,,,,,,,,9,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805327.1290536,1,2
1352,vjl49r4x,63ca0371da16422efc4d483f,0,4,36,welfare,EconomicsFan,2023-08-23 15:32:54.614407,1,,,0.0,,,,1,,1692804775.083507,,high,,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1352,,0.0,Chrome 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,1352,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
1353,pafblzd3,615e420a23219efe3427a367,0,36,36,welfare,Finished,2023-08-23 15:33:00.729824,1,,,0.0,1,true,true,1,1,1692804780.855134,1692806116.7496362,low,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1353,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:7""}","{""history"":[],""cutoff"":""left:8""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1692805460.4682224,1692805491.0565624,1692805511.6086469,1692805532.139202,1692805591.3101025,1692805615.8644571,,1,1,1353,,0.0,,,,,,,,,,,,,,,"I just felt that if Alex doesn't know the difference then having a higher bonus would be beneficial. If the authors themselves can't tell the difference, then who cares?",0,"No, I would prefer to experience a desireable scenario in person and in reality.",1,I felt John would be better off since he cares about helping other and would gladly contribute this amount.,1,"Well this one was hard, but owning an original Warhol would be advantageous, in my opinion. However, if no one can tell the difference then I guess it doesn't really matter.",,,,,,,,All good - thanks!,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805841.3189352,1,2
1354,138i06l5,5fbd057ea95c7102638685d5,0,36,36,welfare,Finished,2023-08-23 15:33:07.084199,1,,,0.0,1,true,true,0,1,1692804787.1497474,1692805590.074068,middle,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1354,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:5""}","{""history"":[""left:7""],""cutoff"":""right:7""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805069.0769238,1692805092.4139214,1692805108.7424138,1692805119.2995675,1692805153.7063808,1692805162.0271666,,1,1,1354,,0.0,,,,,,,,,,,,,,,"If Alex is going to know the notes are fake, I feel like the reward should be higher. ",1,"Even though it wouldn't be real, it would feel real and would give me the chance to virtually experience something I may never otherwise get the chance to. ",1,"I'm on the fence with this one since he does not know about it. But if he truly cares about helping others, then I suppose his contribution is making him better even though he doesn't know. ",1,"They are better off only in the sense that they have a piece of original art by a famous artist who actually hand created the piece, touched the paper. They are not better off in terms of worth since now no one will likely appraise the art for its actual value. ",,,,,,,,"It wasn't confusing per se, just made me have a minor existential crisis haha",9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805210.5196333,1,2
1355,7ebrkmaz,636149119f0c3ee5c09c95d6,0,36,36,welfare,Finished,2023-08-23 15:33:19.305919,1,,,0.0,1,true,true,1,1,1692804845.2540386,1692805538.7394016,high,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1355,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:8""}","{""history"":[],""cutoff"":""left:9""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805048.8144305,1692805086.7150676,1692805105.9058228,1692805125.607508,1692805160.5834742,1692805168.8802755,,1,1,1355,,0.0,,,,,,,,,,,,,,,"The money seems like a nice addition for Alex's gift. I am not sure how important the notes would be to Alex, but perhaps a nice chunk of change would ease any discontent that the fake notes might have. ",0,"Without a way to know how to 'get out', I would not think this would be a good idea regardless of how pleasurable the experience might be. ",0,"John doesn't know where his money is going and in his experience, merely has less resources now. ",0,"If they are TRULY indistinguishable, I don't think it would matter either way. Particularly if there are multiple copies now - it couldn't be sold anyway once the word got out that there were copies, if that's what the owner wanted to do with the piece. They would all be worth less, I would think. ",,,,,,,,,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805228.2822618,1,2
1356,y4nbwc6p,615239af65358edf57e7a095,0,36,36,welfare,Finished,2023-08-23 15:33:51.766807,1,,,0.0,1,,,0,1,1692804831.8501005,1692805948.552661,middle,1,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1356,,0.0,Chrome 116,1,1,1,2,1,2,2,2,1,,,,,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805276.1555085,1692805313.1073232,1692805417.8888786,,,1692805430.5921752,,1,1,1356,,0.0,,,,,,,,,,,,,,,"I'd rather Alex receive the fake notes plus the bonus instead of the original notes and no bonus. In other words, it's better to receive a $1 than nothing. ",0,"Although the experience machine seems like a positive virtual reality experience, I'm at the point in my life where I'd rather experience something positive in the real world instead of the virtual world. ",1,It makes John better off because he really cares about helping others in time of need and doesn't mind paying an extra $100 to do so. His money would be going to a good cause. ,1,"This person is better off getting the original one instead of a copy because the original one is worth $20,000. The copies are only worth $250 a piece. ",,,,,,,,"Overall, I felt comfortable with the instructions. I wasn't confused at all considering the instructions were very clear. ",9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805486.8598487,1,2
1357,927qg584,62d5b21d270815d0579d8c5c,0,4,36,welfare,EconomicsFan,2023-08-23 15:33:55.758793,1,,,0.0,,,,0,,1692804835.8937352,,middle,,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1357,,0.0,Chrome 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,1357,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
1358,72036wbs,559e82dffdf99b7a9a124180,0,36,36,welfare,Finished,2023-08-23 15:33:56.567645,1,,,0.0,1,false,true,0,1,1692804836.728768,1692806229.3533497,low,0,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1358,,0.0,Chrome 115,1,1,1,2,1,1,2,2,1,"{""history"":[],""cutoff"":""left:6""}",NA,2,,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1692805384.1539989,1692805474.1653795,1692805516.3540645,1692805529.762333,1692805562.284896,1692805604.0102594,,1,1,1358,,0.0,,,,,,,,,,,,,,,"I chose different because in one case he will know the notes are fake and in the other case he won't know, so I would want him to get the original.",0,I would not because once I get out of the machine I would be disappointed that it is not reality.,1,I think he is better off because he would help others in need and he is not impacted by the floods.,1,The person getting the original is better off because the real artist drew it and the others are forgeries.,,,,,,,,,9,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805726.7322733,1,2
1359,1fbkwqjh,5ef4d8b87faaa00c0dea0c4e,0,36,36,welfare,Finished,2023-08-23 15:34:20.267939,1,,,0.0,1,true,true,0,1,1692804860.383794,1692805824.2717333,high,1,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1359,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1692805056.9163563,1692805116.48053,1692805135.308788,1692805148.7757235,1692805208.5919175,1692805224.5923266,,1,1,1359,,0.0,,,,,,,,,,,,,,,"I thought about what I would prefer if I was very passionate about something or someone and could be receiving original signatures or fake ones. I would definitely prefer to have the original ones, whether or not I was told or not, and regardless of receiving additional money. Fake notes or signatures are really meaningless if one is passionate about it.",0,"This is too much of an unknown situation for me.  Also, I feel that since I didn't know that it wasn't real, it might make be confused in the ""real world"", thinking that my experience actually happened.",0,"He's worse off financially since he has $100 less dollars.  If he doesn't know what it's for, he doesn't get the emotional benefit of having helped people, so his financial burden isn't being offset.",1,"I believe at some point in the future, we will have the technology to know the difference between the original and the copy, so this person is better off in the future.",,,,,,,,All went well! Thank you.,10,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805363.4415114,1,2
1360,atbtundn,62b0ff84054c6ca32f481c65,0,36,36,welfare,Finished,2023-08-23 15:34:26.466871,1,,,0.0,1,true,true,0,1,1692804866.5543425,1692806839.657372,high,1,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1360,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1692805374.473252,1692805488.9184456,1692805525.227296,1692805580.2583287,1692805614.9035897,1692805641.0038214,,1,1,1360,,0.0,,,,,,,,,,,,,,,"Because the original notes are priceless, there is not a dollar amount that would ever cover that. He loves economics. Both of the professors took the time personally to write the notes. Which refers back to the first sentence of the notes are priceless. I know if I was Alex that is exactly what I would want the originals ",0,"I see it this way if I could have any desirable scenario that I wanted and wouldn't be aware if it was real or not real meaning I believe that it was real it's just not true it's fake And not knowing that it was actually really happening that's not worth it that would be like unplugging from the machine and forgetting it even happened in my opinion and who would want to do that? what would be the point, if that makes sense...",0,because the government raising taxes to provide financial relief makes him worse off being he would willingly already contribute it and the government imposing the $100 levy without him knowing would negatively affect his financial situation. it's honestly unethical I know that question is not asked but I'm just saying it really is  ,0,since the two are indistinguishable and neither person who received the forgery or the original ever know which is which there is no difference in the value between receiving the original or the copy because the person who got the original isn't better up knowing that they received it -they don't know they have it So the value stays equal ,,,,,,,,"the questions here on this final page about comparing this to other prolific studies?  this was one of the best i've done in a long time i'm actually comfortable hitting the submit button.. This was interesting and so creative and I loved it honestly I really did and it made me remember why I joined this platform because some days it's hard to remember that. But this study was that good honestly I wanted to say thank you for the reminder of why i do what I do, And BTW sorry about the punctuation and run on sentence... Typing left handed for the moment LOL ",10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805854.3527808,1,2
1361,z0grhv40,5adeb8b9066c510001d43ebe,0,36,36,welfare,Finished,2023-08-23 15:34:28.439992,1,,,0.0,1,true,true,1,1,1692804868.5091753,1692805878.6180546,low,1,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1361,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:7""}","{""history"":[],""cutoff"":""right:7""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805121.7028506,1692805161.103206,1692805187.1119535,1692805226.5546365,1692805308.8755639,1692805334.7673328,,1,1,1361,,0.0,,,,,,,,,,,,,,,"To me, the $45 seemed like an approximate amount for the worth of both books. Since Alex loves economics and would presumably love to buy more books, Alex could use that $45 to purchase more books. Alex could then potentially go to these two professors and ask them to write notes if the notes were that important to have.",1,"I think it would be interesting to try out, though I'd want someone not in the machine to be waiting for me to remind me it wasn't real. ",0,"If John didn't know about the relief efforts, John might be upset about a levy that seems to have no purpose. So emotionally he may be worse off. ",0,"If they have no idea and will never know, they will probably always wonder if they have the original or not. This might cause them to stress about it and be worse off emotionally.",,,,,,,,"This was an interesting study and I appreciated the little images/gifs to provide more info and form a connection with the research, as well as links to get more info about the topic. Well done!",10,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805515.2408445,1,2
1362,j056e6cu,5f2a12f5837dd81e5881b7cc,0,36,36,welfare,Finished,2023-08-23 15:34:31.154075,1,,,0.0,1,true,true,0,1,1692804891.5966847,1692806068.2762737,middle,1,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1362,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:10""}","{""history"":[],""cutoff"":""right:10""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1692805163.6607647,1692805209.3388152,1692805244.510739,1692805266.1953104,1692805323.5998123,1692805341.4573379,,1,1,1362,,0.0,,,,,,,,,,,,,,,"I would prefer giving the original notes, regardless of if Alex knows. I decided to choose fake notes when the bonus was relatively high, but Alex knowing or not knowing if the notes were fake didn't change my feelings about what the bonus would need to be for me to select fake notes.",1,I could experience more pleasurable things than I experience in real life.,0,"Although John seems like he would willingly pay taxes and understand the benefits of paying taxes, I don't see how this scenario would make him better off.",0,"If there is truly no way to distinguish the original and never will be, then all of these will have the same value, and there is no benefit to receiving the original.",,,,,,,,,9,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805548.3672526,1,2
1363,e5hjd9mv,64da47d734bd712c3a8289d0,0,36,36,welfare,Finished,2023-08-23 15:34:46.684061,1,,,0.0,1,true,false,0,1,1692804886.809708,1692805505.0709639,low,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1363,,0.0,Chrome 115,1,1,1,2,1,2,1,2,1,NA,"{""history"":[""left:3"",""left:8"",""left:10""],""cutoff"":""left:11""}",,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805092.9206922,1692805119.0017877,1692805142.8044693,1692805172.014755,1692805197.7406313,1692805217.1157207,,1,1,1363,,0.0,,,,,,,,,,,,,,,I think that since he will know that the notes are fake it would lessen the importance of the books for him. I think he would prefer the real.notes.,1,I think it would be awesome to be able to experience anything I desire and since I wouldn't be able to tell it's fake I would enjoy it more.,1,John gets a good feeling knowing that he is helping others.,0,Having so many duplicates diminishes the importance of the original.,,,,,,,,,10,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805280.1154618,1,2
1364,zypxdteq,5c2ab2de9136140001b90737,0,36,36,welfare,Finished,2023-08-23 15:34:48.486234,1,,,0.0,1,true,true,1,1,1692804888.675629,1692805946.9926503,high,1,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1364,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:11""}","{""history"":[],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805184.3461895,1692805209.8486648,1692805264.5790904,1692805287.951062,1692805335.3952432,1692805354.5264773,,1,1,1364,,0.0,,,,,,,,,,,,,,,"I think that Alex would prefer to have the original notes.  He could keep the book for a lifetime and I think it is important that the book he has is authentic.  $200 would be nice in the short term, but it will be gone relatively soon, but the book will be with him forever.",0,It seems like a fun idea but I don't think it would be good for me in the long run.  Once I am out of the machine I would always have that memory and real life may fall short of the ideal and I would be less happy  with what I have while longing for what I had while in the machine.,1,"The levy on John makes him a better person.  It gives him the opportunity to help others and it makes him more aware of the needs of others, outside of his community and may make him more empathetic to the needs of others.",0,"The person is not better off if they receive the original than if they received a fake because they have no way of knowing whether it is real or not.  Unless they really like the drawing, there is no real upside to owning it.",,,,,,,,Nothing was confusing.  I was comfortable with the instructions.,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805479.104376,1,2
1365,uw52g7xh,63d1b87e756b5709b1e90ff3,0,36,36,welfare,Finished,2023-08-23 15:34:49.355727,1,,,0.0,1,true,true,1,1,1692804889.472839,1692805416.623168,middle,1,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1365,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:11""}","{""history"":[],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1692805014.2590742,1692805053.3094423,1692805085.8730516,1692805120.436424,1692805146.6878445,1692805165.3610048,,1,1,1365,,0.0,,,,,,,,,,,,,,,It doesnt seem to matter which he gets in either case if he gets a good payment.,0,I prefer reality over false experiences.,1,Because there is no choice for it doesnt change anything for John.  The government will raise or lower taxes as they see fit.,1,"Yes, because forgeries are illegal. Anyone doing this should be charged and jailed for it.",,,,,,,,,10,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692805194.7060285,1,2
1366,zdzxp3fd,6029fbe69d62524074a994ac,0,36,36,welfare,Finished,2023-08-23 15:34:51.229354,1,,,0.0,1,true,false,0,1,1692804891.4468663,1692806939.9142718,middle,0,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1366,,0.0,Safari 15,1,3,1,2,1,,1,,1,NA,"{""history"":[],""cutoff"":""left:6""}",,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692805888.5177336,1692805966.7547364,1692806012.6595476,1692806081.7147691,1692806101.782366,1692806117.3688738,,1,1,1366,,0.0,,,,,,,,,,,,,,,"I figured if Alex does not know whether the books he receives are fake or not, it does not matter as much what to give him. If he knows, I'd rather he receive the originals.",0,"Ultimately, it wouldn't be  a real experience and would therefore feel superficial to me.",0,It  would leave him worse off financially.,1,I think it is more meaningful to have the original real  one regardless of whether it can be distinguished.,,,,,,,,,10,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692806694.8505168,1,2
1367,ds0x8ch4,647e0f22b1d466181ae694c4,0,34,36,welfare,Warhol,2023-08-23 15:34:53.056547,1,,,0.0,,true,true,0,1,1692805776.2933438,,high,0,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,1367,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:7""}","{""history"":[],""cutoff"":""left:8""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1692806310.1932397,1692806380.6029534,1692806466.4036384,1692806607.0725048,1692806725.6955256,1692806789.682088,,1,1,1367,,0.0,,,,,,,,,,,,,,,I gave a little different according to the 75% chance he got original notes.,0,"While mock tests appear to be real, but they are not real.",0,Raising the taxes will also affect other people.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692806935.7127285,1,2
