label,feedback,feedbackDifficulty,feedbackUnderstanding,feedbackSatisfied,feedbackPay
6272923eedb5716b8b254954,,10.0,10.0,10.0,10.0
633dbba020f607c3522b86ed,Nothing comes to mind.,8.0,9.0,8.0,9.0
59c843b646f72100019067ce,,9.0,9.0,8.0,8.0
6107b6ddf2ad2f4071c2c854,,10.0,10.0,10.0,6.0
63d591da4548249893329bc1,,10.0,10.0,10.0,10.0
608437f0b139060610c9f0c1,"This was a fun study and I liked the ""inclusiveness"" of me as a worker.  Thanks for the opportunity.",10.0,10.0,10.0,10.0
5f456942485340144549178e,,9.0,9.0,9.0,10.0
5f9f0e68b9f7035144cef331,,10.0,10.0,9.0,8.0
63d2bc12a843f8466a8f83e0,,10.0,10.0,9.0,10.0
60edac884fef13c0b0660daf,,10.0,10.0,10.0,10.0
5b9efb73d1ff7a00013bfe84,"underpaid for the amount of reading involved, time estimate is way off",5.0,5.0,1.0,1.0
5a8d8079190420000156435d,,10.0,10.0,8.0,7.0
6123fc5fe45f1905d9e7fe29,no feedback,7.0,8.0,6.0,6.0
5c11f3face422b0001d69416,I didn't find any of the instructions confusing.  ,9.0,10.0,8.0,8.0
5e14d563c4e155ae93907ae1,"I wanted to change my answer after the system assumed the remaining answers for me. I was then asked why I chose different answers after I changed my answers to be identical for the two conditions. I was confused by that. In terms of user interface, it would be better to show the remaining assumed answers on the same page as our initial answers so we can adjust them before submitting anything, in one step.",7.0,7.0,6.0,9.0
5c4af67cdccaa800016b3192,,10.0,10.0,9.0,6.0
5e5553e6bcdb1e55a43c78f7,,9.0,9.0,9.0,9.0
63d7a6a997f03198526a1941,,10.0,10.0,10.0,10.0
6092dea4efd6d61350f0fdbf,,7.0,7.0,9.0,8.0
5f5ce7f940a2614f6cb6e747,I found this very interesting.,10.0,10.0,9.0,8.0
62694f79608ed29b7af936b1,You should have told us there was massive amounts of writing.,9.0,9.0,9.0,7.0
647a1ba880ac431642768f36,,10.0,10.0,10.0,10.0
5ffb8c5b60571908f3ac19fa,,10.0,10.0,10.0,10.0
62bb31196b1faed16b34e914,Everything was clearly outlined in the instructions. ,10.0,10.0,10.0,9.0
63cc5fddd5813c609d5b28d5,It was all very clear and easy to follow. ,10.0,10.0,10.0,10.0
644087beeb531ba7b10ae320,,9.0,9.0,9.0,9.0
56d0901c197fb1000b2348ee,,10.0,10.0,10.0,10.0
6152095d0b65b445c020dab6,Overall I think the study was well put together.,10.0,10.0,8.0,6.0
64789de1dfefcdfa1cc12542,,9.0,10.0,10.0,8.0
568d286ab5a2c2000cb6a91c,,10.0,10.0,10.0,10.0
6407946a4bb4212372843398,,9.0,10.0,9.0,8.0
63fa2f029381a13d9f2a36a8,,9.0,7.0,7.0,7.0
647a79f26a3a291e6d70130d,than you everything was clear.,10.0,10.0,10.0,10.0
63d42d3563ac982cbbfe3300,"I have to say, I truly enjoyed this study. It was definitely one of the more fun and engaging studies and I hope to do more like this from you in the future. Take care and thank you for letting me get my voice heard. ",10.0,10.0,10.0,8.0
5d1a13a0ae692800192fa1c2,I enjoyed this study very much!!  Thank you!!,10.0,10.0,10.0,10.0
5f999825a34e730101a8fdf7,"There was nothing confusing and that was an interesting thought experiment, for me, about ethics. (And clearly, my indifference)",10.0,10.0,10.0,10.0
55cce6ea34e90600058d1e6d,,8.0,8.0,8.0,6.0
5f0fab5abdec9a1aff2b2744,This was an enjoyable study. Thanks for allowing me to take part in it!,10.0,10.0,10.0,10.0
5b21702b6dba320001b072ce,,10.0,10.0,10.0,10.0
55bb9ae7fdf99b26d27fda01,,8.0,9.0,9.0,6.0
628d78a2ccf4a41f24c2d2d8,,10.0,10.0,10.0,10.0
5b72d3f8afce7600019fe275,,10.0,10.0,10.0,10.0
614f6bad672ef7cf5ecfd965,Found this to be disturbing morally. Concept of forgery being acceptable is wrong.,6.0,8.0,3.0,7.0
5e3adfc595ff562fbdd130fa,The instructions seemed quite clear to me.  I enjoyed this. Thank you.,9.0,9.0,8.0,8.0
644bfc00d6b860060185459b,,9.0,9.0,8.0,7.0
564b5db96b914e000ffd701f,Instructions were very clear.,9.0,9.0,9.0,9.0
5f58d7941af44708223b94da,,9.0,9.0,9.0,7.0
60ff15fc5b13b0effd1f03ac,No comments,8.0,10.0,9.0,9.0
64060f1213c5c70c63c18b96,Great interesting study. I liked the choices and the thought required to answer them. Thank you.,10.0,10.0,10.0,10.0
63d3fe2443773f67ca10f9d6,,9.0,8.0,8.0,9.0
57dd766bbcd7150001ded5de,The last question about the person getting a Warhol original or copy was somewhat confusing to me.,9.0,9.0,8.0,7.0
6341a541b6cfd5f8933f48c4,"Nothing was confusing, there were no types of errors. No further comments.",10.0,10.0,10.0,10.0
63d6873b65a6170d64a652f6,,9.0,8.0,8.0,9.0
60b9153f54f9eb0f559e839b,none,10.0,10.0,10.0,10.0
63d569384ae2cf6d4dce7c32,"The questions involved some level of deception, something with which I'm not particularly comfortable.",8.0,10.0,4.0,8.0
63fd36ced691b83466652931,The comprehension question about whether anyone could know if the notes were original was ambiguous because the people who could disclose whether the notes were genuine or fake had that information.,8.0,10.0,10.0,6.0
59f71f797086f80001941493,,9.0,9.0,8.0,7.0
5c3b70640eaa0100018ea877,no problems nor suggestions for improvement,8.0,8.0,5.0,7.0
614c1267826bcb89bd92e726,I had to reread over the first section several times. I found it a bit confusing initially.,7.0,9.0,8.0,8.0
5a440abd1ba496000102a238,,10.0,10.0,6.0,9.0
63d13b764f00a53476867c25,,9.0,9.0,10.0,10.0
5df11e6cdc85350234932daa,"Overall, I felt that instructions were very simple and easy to understand. They wasn't anything confusing nor unclear about them. ",10.0,10.0,10.0,10.0
63624e53b014a5fc8b293253,,9.0,10.0,8.0,10.0
640e4ddaf9f67c6c8ea4936b,"It was interesting but seemed just a little repetitive on some questions but overall a good study and pay rate, thank you.",10.0,10.0,9.0,10.0
64836981f87b85ab4b89dcf1,,10.0,10.0,8.0,9.0
6466713f69508331b82d5040,not at all,10.0,9.0,9.0,9.0
63e52399159a69bf0ea848c6,,3.0,7.0,5.0,8.0
6287d1278f5285de4c237d50,,10.0,10.0,10.0,10.0
5d3695969749cc00165c222f,,10.0,10.0,10.0,10.0
5e0d59bfe69d0a4f7ac2becc,,10.0,10.0,10.0,8.0
610e6880f784d836a872a9a5,,10.0,10.0,6.0,10.0
63e55b9998cfe6f533667161,"Okay, I lost it at the bonus part, but I refocused and got it after. This was a great way to really get my morning going. Thank you.",9.0,8.0,10.0,9.0
6101b5f7b7de35910a926c62,I do not have any feedback about this study.,10.0,10.0,10.0,10.0
5fb08ec5ddc19949a58f5a4f,This was fun. Thank you for letting me participate. ,10.0,10.0,10.0,10.0
61338374ecef87bfdfd1c7bb,,8.0,7.0,9.0,8.0
63e64959bf1cb4617fa269e5,,6.0,3.0,5.0,4.0
611eb5db46ee495d60b16aae,"No comments at this time, other than please give Alex the books with the original notes.",9.0,10.0,9.0,9.0
5969496f06679c00014b818e,,8.0,9.0,10.0,9.0
6426b9d44261cdeb0e266101,"Interesting study.  It was also interesting seeing the ""fake"" art being produced. ",10.0,10.0,10.0,10.0
57813c9d275be60001357faa,,10.0,10.0,10.0,10.0
60b85becc8a6814025bc03f6,,6.0,10.0,8.0,5.0
60bd28cc95ab27d4f4f6ada3,,10.0,10.0,9.0,8.0
63b9d3abc3ddc61c8c08fd84,,10.0,10.0,9.0,9.0
5c16bb4c0935d00001c827ec,,10.0,10.0,10.0,10.0
5d18299d59da870001c41cb3,Instructions were very clear and the questions were engaging.,10.0,10.0,10.0,9.0
6286f6f8d2f34c3acb6a2981,,9.0,10.0,9.0,9.0
581e0aee4182b600017307ea,I didnt understand the purpose of giving the fakes and it wasnt until i was asked to explain that I realized the value of this study  as the special gift being the entire process and it being more valuable that the note. I didnt want to not tell him and thus chose to avoid the idea,6.0,7.0,10.0,10.0
5d44afdcad6d110019b0a960,,10.0,10.0,9.0,10.0
5d321a7348bf98001646aeb2,,10.0,10.0,10.0,10.0
5acbd1ecf69e940001d9cd4d,,9.0,10.0,8.0,8.0
6298f0e21abd78cb684b723c,"Comfortable with instructions, no confusion. A bit too many open ended responses which were not disclosed prior to starting the survey. Open ended responses should always result in much higher levels of compensation.",10.0,9.0,5.0,5.0
5c7c3c7b896a0b00171c2302,,10.0,9.0,9.0,10.0
5e0e1f62814bba56ea1a86dd,,9.0,8.0,8.0,8.0
581649f0b434f0000184d2a9,No other comments,10.0,10.0,10.0,10.0
6400f5cdf2e479a5e4a4582a,,9.0,10.0,10.0,10.0
63f7ac13d942e94c18c92d4b,I think the instructions were clear and spaced out well; it was also nice to be able to refer back to the instructions at various stages of the study.,9.0,10.0,9.0,9.0
597fe89a1b41a20001749f57,,10.0,10.0,10.0,10.0
5b98d9362cca9c0001de161f,The task was fine.   It was engaging and interesting.,8.0,10.0,9.0,9.0
5c01d3c509e9c70001500b10,,10.0,10.0,8.0,8.0
5a282206b279aa0001b0e002,thank you,10.0,10.0,10.0,10.0
64427a7ac5edfedbe0c2779b,,7.0,9.0,8.0,7.0
5c1edaeaafeeef00011588b3,,8.0,9.0,8.0,9.0
62fd65d2cb867728e4015273,,10.0,10.0,10.0,6.0
5b29b956007d870001c82114,,8.0,9.0,9.0,9.0
5669ac845bd4ff0011159b4a,Yes. No. ,10.0,10.0,10.0,10.0
63c18301a31679d3e3e39101,I was a little confused about the case difference only being Alex knows or doesn't. Once I got that clear it was fine. I kept expecting a change in that for some reason. ,9.0,9.0,10.0,10.0
63fad8b20e532757a496f7f5,"This was an interesting and engaging study, especially the Warhol question. ",10.0,10.0,10.0,8.0
60171c9b1a726593103182b3,I was comfortable and understood everything,10.0,10.0,10.0,9.0
5e4c6b5f60c37d0cb9df947c,,9.0,10.0,8.0,7.0
600c167e28de48080e812884,,9.0,9.0,9.0,8.0
62fcd9d412c2f366e0df8de0,thank you ,8.0,8.0,8.0,9.0
62b4babe7f02be73f830f128,Everything was clear and I enjoyed the study. Thank you! ,10.0,10.0,10.0,8.0
5c3a865019ceb400010c914a,,9.0,10.0,8.0,3.0
629aa31883e52081b06a8a8d,"One of the comprehension questions was roughly something like, ""Can you say there's a difference between the books"". I found it slightly vague and I had to think about it, then guess. Maybe it's a comprehension issue or my part, or an unspecific question.",9.0,10.0,8.0,10.0
59014a56baa70f0001ea4c3b,,10.0,10.0,10.0,10.0
61202a222a23700ed108b394,I think the instructions were repeated once too many times in the beginning and slowed me down but other than that the study was easy and fun to take so thank you.,10.0,10.0,10.0,9.0
6434ca569e4ece2d6062bd6b,,8.0,9.0,8.0,7.0
5dd329e3270f4433de53299a,,10.0,10.0,10.0,10.0
64456ad3d3e7651a1dad232c,"The whole section dealing with Alex, the notes (original and fake) was a little too over the top with text/explanation.  I believe I understood it very well up to the point of the bonus chart.",8.0,9.0,8.0,10.0
60d099f849987e86824eedcd,Thank you,10.0,10.0,10.0,10.0
5e1f8fbfb202032c463f3e06,I felt comfortable with the instructions.  I wasn't confused.,10.0,10.0,10.0,10.0
62d44d484a28cd313e2c3ba4,I was comfortable with the instructions. I sometimes worry that my free response doesn't fully answer a question or got off track. I would be interested in the results of this study.,10.0,9.0,10.0,10.0
63d80e0449b458dd5f8140be,,10.0,9.0,10.0,10.0
64135efbd2ef675b8e179a21,,10.0,10.0,10.0,10.0
6461289e6f5807a784f0750d,,9.0,10.0,10.0,10.0
5e2394c45514e6642dd8c16a,,10.0,10.0,10.0,8.0
63cff262503b56190be3eb18,,9.0,9.0,10.0,10.0
6435705ccb89074516ca078b,THANKS,10.0,10.0,10.0,10.0
63e4491f920c1457c5e63649,"The study was straightforward, there was nothing confusing about it.",10.0,10.0,10.0,9.0
62c49b369340aad541ba96b5,The instructions were very easy to follow and the questions were a lot of fun.  I enjoyed this survey!,10.0,10.0,10.0,10.0
638b6287a17643211bf19e79,,10.0,10.0,9.0,8.0
632d11d55b648b951abc3d32,,9.0,10.0,9.0,8.0
6272b9dfc470a51d5fa0e6ea,Everything went well. Thanks.,10.0,10.0,10.0,10.0
62fd76d3f0824c29d4b1e6bd,,10.0,10.0,9.0,10.0
6068bf5914131f3a1a80a413,Probably could have been in a shorter form (fewer questions) but no complaints.,9.0,10.0,8.0,9.0
5c6709ab926a5b0001eb29c1,It was pretty decent.,8.0,8.0,7.0,8.0
60e2492cefd43293dfa7d74a,The study not confusing although a little time consuming because of the reading and understanding of the instructions but overall the study was interesting.,9.0,10.0,10.0,10.0
6404a64d880bbe7ceaff2256,It was great,10.0,10.0,10.0,8.0
64c006c43b26c6796d9f6a23,,10.0,10.0,10.0,8.0
62d38f10654f3fc8a393b551,,9.0,9.0,8.0,9.0
61fa94015719bc09cb834e2e,"I enjoyed this study.  It's different and really made me contemplate my options.  I guess the only thing is whether the Warhol purchasers knew they could get a fake.  What's challenging is trying to assume someone's value of authenticity.  I'm not even sure how much I would on myself.  If future me gave me a gift like that, would current me care if it was an unknowing fake?  I don't even know that answer.",9.0,10.0,9.0,9.0
5c2fcd716ea6880001dc8e3d,"I am hoping I did this correctly. My focus wasn't the best today because of some health issues, and stress.",7.0,7.0,8.0,8.0
58ab2db50da7f10001de8e34,,9.0,10.0,7.0,9.0
645c52f8b3d8ec417ae90ca7,,10.0,10.0,10.0,10.0
63bc6e03a6ee3b96041c5e7c,,10.0,10.0,10.0,10.0
55914b15fdf99b1e5e44e714,"The only thing I found confusing, was why Alex would assume he was given a fake more if he wasn't told they were fake or real. I found that confusing and wasn't explained. Or I misunderstood the difference.",8.0,10.0,9.0,8.0
63936bad01efa1e55f6e149d,Decent study. Instructions were clear. I had no issues with it at all.,10.0,10.0,9.0,9.0
5ffd055afa9eac21f6e8bc6f,,9.0,9.0,10.0,10.0
63acbbe336a9ca92853dca4a,"This study is very interesting and the amount of effort and thought it takes should garner a higher rate of pay, in my opinion.",9.0,9.0,9.0,8.0
612bb0cdecc9e45781bbf511,No additional comments. Thanks!,10.0,10.0,10.0,10.0
5ded9996838b4f45b83bb3f9,I did not feel confused.   I thought the study was clear and understandable.  It did take longer than anticipated.  It was an interesting study.,10.0,10.0,10.0,8.0
5bcf9a4765502300013b74a6,,10.0,10.0,9.0,9.0
63d40fb8c3a6bd1dc5560186,This was an interesting and fun study. Thank you for the opportunity to participate. ,10.0,10.0,10.0,9.0
63bf8a649931574320e98357,The study was a little too long and could have been shorter.,9.0,10.0,7.0,6.0
56ac1289f209e0000cdabbe6,,10.0,10.0,10.0,8.0
60e34d7311fc0e87ca0854dd,,10.0,10.0,10.0,10.0
5658000ca9872d0011e1ba26,,10.0,10.0,10.0,9.0
64a281f78c5be10f0f28e3ac,,10.0,9.0,10.0,9.0
610dd0f870a5bf4965e59351,Everything went very well.,10.0,10.0,10.0,10.0
63d7e70fd618cbdb3e2f3aa7,I didn't find anything confusing. It was pretty straight forward and definitely interesting topic to think about. Made me really think.,10.0,10.0,10.0,9.0
5c0fcccc1f6f150001487111,That was so fun and interesting - thank you!,10.0,9.0,10.0,10.0
6276d97e209059496d37bf74,,10.0,10.0,9.0,9.0
5daf506a5bd1b30013605e31,Everything was easy to understand and I really enjoyed the study.,10.0,10.0,10.0,10.0
6414da4319877aa1e31c301b,,10.0,10.0,10.0,10.0
62740cf8e39eba1055ef571b,,5.0,10.0,6.0,7.0
6111a1893c0daa13e23ab15a,,9.0,9.0,9.0,9.0
5c0b388b9c7b1100015ab55f,I felt comfortable,10.0,10.0,5.0,8.0
64139f74c36da8c35b846024,There were some interesting concepts in this study that made me think. This sort of involvement makes for a more enjoyable study overall.,9.0,10.0,9.0,8.0
6352c60b4a9850783773f265,,8.0,7.0,7.0,7.0
63bc74f63269af3a7bfcec7c,There was nothing confusing and it was a very interesting study. Thank you.,10.0,10.0,10.0,10.0
5dd9923922749791b319fc19,,10.0,10.0,10.0,10.0
64231dd75feb7c5e16e3d869,It was an interesting study and different from any that I have done so far!,9.0,9.0,10.0,10.0
5d69678bf4d251001c0f81f3,Everything worked great. Thank you for the opportunity to participate in your study. I hope you have a wonderful day! :),9.0,9.0,9.0,10.0
60d3740f31606cb50e49f00c,,8.0,8.0,8.0,8.0
592bb32c943e670001cde123,Thanks it was fun.,10.0,10.0,10.0,10.0
60f4a2d142c69dc1121b6dbf,All good. Just a lot more reading than I expected. ,9.0,10.0,9.0,7.0
5cda0f40fbe78a00192192a3,,10.0,10.0,10.0,10.0
5ff07b5ee7a1d23e719e421e,Thank you for including me in your study. I found this very interesting and thought provoking. It makes me wonder how much of this forgery is actually taking place in the world.,10.0,10.0,10.0,10.0
599da50e17c03c000151b18b,none,9.0,10.0,8.0,10.0
643ab9d595466526d6e90591,,9.0,9.0,9.0,9.0
62a099bb01ad779df1971ea4,Thank you,10.0,10.0,10.0,10.0
647f2d441bd745bf64c3d076,"One of the screening questions, and I can't remember the actual wording, made me think a bit.  It was along the lines of 'does anyone know which set of notes are fake?'  But someone *must* know if one of the options was to give Alex the real set.  However, I suspected the answer you were looking for was 'no.'  Either way, I wasn't screened out by answering 'no'",8.0,9.0,10.0,9.0
5f5bcd84009333376363c9aa,This was a fun and engaging study. Thanks for the opportunity to participate. ,10.0,10.0,9.0,9.0
62cef3a68ad303ac017d56a7,,8.0,9.0,9.0,10.0
5d612ae16512d700159face7,Thanks for having me!,8.0,8.0,8.0,9.0
5e16c978783225c8108ef055,I feel that if a person takes a little time to fully read your instructions there should never be anything less than 100% knowledge of the right answers for the attention check.  ,10.0,10.0,10.0,8.0
5c5da4b6c059db00014af1a0,This was one of the most interesting studies I've done on Prolific. I really enjoyed it. ,10.0,10.0,10.0,10.0
5f51287698edeb30a0cf878d,Written answers requires more time and thought and should be paid more.,10.0,10.0,8.0,5.0
5f4818e6d5ce1016c865ed24,,8.0,8.0,9.0,9.0
62b9e995fd8c321a2f65a6cd,,8.0,9.0,10.0,10.0
55900dcffdf99b3f7aada3f5,,8.0,8.0,8.0,6.0
5977e3867412f8000194e1fe,,10.0,10.0,10.0,8.0
63e2edc0b1d33c48c3246626,Great study!,10.0,10.0,10.0,10.0
5a54f0daac562400015388da,All was clear and easy to follow.,9.0,9.0,10.0,10.0
63251e479509813fab713ad2,,9.0,10.0,10.0,10.0
63fd0b886bb6d681c03d7374,It wasn't clear what the goal was. Maybe the study is designed to confuse me.,2.0,4.0,4.0,7.0
56e72067c89073000be77fdf,Nobody cares about Contextual Art except Art Dealers and hangers-on.  Desroying a drawing worse than my neighbor's daughter can do is no problem because it requires contextual art to be important.  Otherwise it's a shitty cartoon.  ,9.0,9.0,8.0,6.0
559c3e07fdf99b32b55f2d8d,No other comments thanks.,8.0,9.0,8.0,8.0
5df4892578322533c70aecdf,,10.0,10.0,9.0,9.0
6325b8a7fcafb1208f542e93,,9.0,10.0,9.0,7.0
63d4393f67ae4bf53fce7c48,,8.0,9.0,6.0,5.0
645d33a2abc8fe8abb1aa87a,This was an engaging enjoyable study.,9.0,9.0,10.0,6.0
6406300d0af7758269c8dc0b,Everything was clear and the study proceeded perfectly.,10.0,10.0,10.0,10.0
62b07ac53b83bf0683eda6b6,I was comfortable with instructions and it really has me thinking a lot about my answers.,9.0,9.0,7.0,10.0
62bdfe451d380bec13a4a864,,9.0,10.0,9.0,10.0
640b735104dec27f0afa4f12,The instructions were clear and easy to comprehend. The study was enjoyable and not excessive in length.,10.0,10.0,10.0,10.0
62f13dc95cf68f5d1182f495,It was fun and clear!,9.0,10.0,10.0,10.0
61004f4069555d737ceab14c,The original questions were complicated more than confusing. The clarifying questions helped a lot and not being able to answer a question without first understanding the scenario helped as well.,8.0,9.0,8.0,10.0
63e5afe232a49ecaa3272df9,The study was great and easy to understand. The only issue I had which affected my overall rating was the page with the Andy Warhol video took a really long time to load (compared to the other pages) which had me worried there was a technical issue with the survey after I had provided all of my responses.,10.0,10.0,8.0,7.0
5d63867550d0dd0017805976,thank you,10.0,10.0,10.0,9.0
5e50509f9e16e20935b8b569,This was a very unique and interesting study and was a joy to take part in.  Thanks.,10.0,10.0,9.0,9.0
58d069219dbe3f0001258793,,10.0,10.0,10.0,9.0
6317ff092d6b47344b7d1ec5,,10.0,10.0,10.0,8.0
631e235a33040da66ddf51a1,I felt comfortable with the instructions and at no point did I find it confusing. Well done!,10.0,10.0,10.0,10.0
5dceca2541afe801a32e27ac,I felt comfortable with the instructions and had no problems with the study.,9.0,10.0,10.0,6.0
63dd6586f468134edccd02a9,"There was something about the instructions for making a choice in the table both clear but when faced with the table, a little confusing. But this is hard to explain why.  ",8.0,8.0,8.0,8.0
64d50a995a3627ba7ebeccb7,"I was a little confused at first but I think I caught on and did it right, I hope! I loved it though and would love to do more of them!",8.0,8.0,8.0,10.0
63cedc8a97a0bb604736baea,"I thought everything was fairly concise, easily to understand and made sense with a normal thought process. ",10.0,10.0,10.0,10.0
5fa4f94e535f3b1aa628e0ab,Everything was adequately written.,10.0,10.0,10.0,8.0
5992cb48de755e000116b084,The instructions were clear and easy to understand. There were no issues with this survey.,9.0,9.0,8.0,6.0
580d5d1f357e890001dd14ce,,6.0,9.0,6.0,8.0
5d6544066a27ac0001955b7e,Nothing was confusing and I enjoyed the study!,10.0,10.0,10.0,10.0
63caa01beb22afd1f8a42b54,"This was a nice study, I enjoyed it",10.0,10.0,10.0,10.0
5bb7af73dd840f0001d85935,Thanks for the opportunity. Everything was clear.,10.0,10.0,10.0,10.0
62f18c2d37a5f255f351b61d,Everything in this study was perfectly put together and easy to follow,10.0,10.0,10.0,10.0
5f0550bf5819b18476ee8343,"I could take studies like this one all day, every day. I don't know what will happen during the rest of my day, but unless I win the lottery, this is bound to be the highlight. I love thinking about things like this!",10.0,10.0,10.0,10.0
5de5dba9ff87c15699804260,No additional comments.,9.0,10.0,10.0,9.0
63868eb7abcf3f247da6f52b,,10.0,10.0,9.0,9.0
56b0ac5fe8b677000cdc0a34,,10.0,10.0,10.0,5.0
63d69e4d6648b39324fdf0ad,,10.0,10.0,10.0,10.0
5a7255c8c2eb6c00017e2dcf,,10.0,10.0,6.0,3.0
5dd55652f30aa650f027e1c2,,10.0,10.0,10.0,10.0
601b28841ca7bb2f8edaa293,,10.0,10.0,10.0,10.0
5a6b4cd2d5d4cb0001d64740,,10.0,10.0,10.0,10.0
5f985a6faf071810974a32f8,none,10.0,10.0,6.0,6.0
6482ed7bd6bfe26c03f80da5,,9.0,9.0,10.0,7.0
5a9067894eecca0001dd1427,,10.0,10.0,10.0,8.0
6384d848165f7e57de28607c,"The instructions were clear and required a little creativity for the survey taker, which is nice.",9.0,10.0,8.0,10.0
5eeeb45360a44437a971aebc,,8.0,8.0,8.0,7.0
5f23ff398626c51fdd6c3fb5,,10.0,10.0,10.0,9.0
630cc9747cb664e8a03c29f0,,9.0,9.0,10.0,7.0
60f98abd446a8ee5ed91a8cd,No comments .,10.0,10.0,10.0,8.0
60873d2ab16643e5a08cafd2,,8.0,10.0,10.0,10.0
5e2b4e61a7f804000a55eee7,Yes.  The only issue I had was it seemed like I wasn't going to be able to move past the Arkansas question at some point.,10.0,10.0,10.0,7.0
5d57f9cdedef630016280505,I thoroughly enjoyed this study! I wish that researchers put more time into creating a study and being thoughtful about the questions they ask as you have in this study. Please please please invite me two more of your studies!,10.0,10.0,10.0,10.0
6400d8ca785ee04d9b02ae9c,,10.0,10.0,10.0,8.0
601f5a82dc8ed94a9da4461e,,8.0,10.0,9.0,9.0
64077ddd11208afe2bec171a,,9.0,9.0,8.0,9.0
5da88a6037d42100144928bd,"Thinking about originals, it reminds me of TV shows where people are trying to sell things and having them authenticated. For some reason, identical reprints are not nearly as desirable.",10.0,10.0,5.0,7.0
62d61912c1eab298bdc2c642,,9.0,8.0,8.0,9.0
6400e1da013c92ee33537ed8,"I found the instructions a little confusing, but you gave multiple chances to correct my answers, so everything worked out fine in the end.  ",7.0,8.0,8.0,9.0
628f9cfbee6de7cc7322fecf,"I enjoyed this study, thanks!",10.0,10.0,10.0,9.0
647f32146ae0a0e10b634f67,,10.0,10.0,10.0,10.0
64a2be5c2053c3002cf8bbfc,This was a very interesting research study and I enjoyed it . Thank you for allowing me to participate. ,10.0,10.0,10.0,10.0
5f504fd2cc049d1cbf29c40d,,10.0,10.0,10.0,10.0
5640c041074be6000a5e997e,,9.0,8.0,9.0,10.0
61592ea07347e286bca1955f,,10.0,10.0,10.0,7.0
615bb35e52d50aa9a2ae6747,Very interesting. Thank you for allowing me to participate,8.0,9.0,9.0,9.0
5d5f31230fc94a001c632b69,,10.0,10.0,10.0,10.0
5589c7cefdf99b18bd86cf31,n,10.0,10.0,9.0,8.0
63ecffc0469c84bde0262e02,,8.0,8.0,8.0,8.0
6150af603e26f4482fedf8d9,,10.0,10.0,8.0,6.0
63e576170eb086a90644efb4,"Wasn't confused, but I did just wake up. I'm thinking about my Warhol answer and my decision to withhold Alex from a few bucks when he doesn't know the difference between the books. There should be no difference there, and I think my reasoning is a bit weak (that he won't care about a few bucks -- he is a student at Carnegie or Stanford after all).",9.0,10.0,8.0,6.0
62868bacaa566e62dd4a40f7,Firefox support would be great next time.,10.0,10.0,10.0,10.0
642c3fea4a786dc7a85d4f5d,everything was clear and easy to understand. The payment also is very generous compared to many studies here. ,10.0,10.0,10.0,10.0
5dd3205a523df033442e19da,,8.0,9.0,9.0,8.0
5fe508e86079e12a8a3b2427,,10.0,10.0,10.0,10.0
62749fbd70a9fa9d1450f775,,10.0,10.0,10.0,10.0
6466a623d58139575eb88c6c,Nothing was confusing. I enjoyed this study.,10.0,10.0,10.0,9.0
62e151e072a7512b2a596883,,9.0,9.0,9.0,9.0
5b98940f754b700001f0f15c,,10.0,10.0,10.0,10.0
59f226a9d6380600018b2923,,9.0,9.0,7.0,6.0
61151fdceebe67102a0983ad,,10.0,10.0,10.0,10.0
5d4c7ac3e8ec490018b0050d,,10.0,10.0,9.0,8.0
5a65daf2c0d836000107d1ba,,5.0,8.0,4.0,6.0
62a1e0fa590f6a0427492e41,"I am still a little confused about the cash bonus involved when Alex is given the books with fake notes, and how that would get determined.",8.0,9.0,8.0,8.0
62f472ab95a96afabd6680aa,Seemed fairly straightforward and easy to understand,10.0,10.0,10.0,10.0
5f6fd1451758e95a989623b2,Everything went fine with no issues or problems. The instructions were clear and easily understandable.,10.0,10.0,10.0,9.0
5fbd371dc57ae80a38ba00c2,,9.0,9.0,9.0,7.0
61099a5c04f32c99f34ce2a8,It was good.,10.0,10.0,10.0,8.0
644c0e49c7aebcba935aa09d,I think I understood it just fine. I might have been wrong though. It was interesting. ,10.0,9.0,9.0,9.0
5e0ff44218e8696f9f198d4a,"The monetary reward for this study is on the higher side of what's found on Prolific, but honestly, it was just nice to have an interesting study, too. Thanks!",10.0,10.0,10.0,9.0
5ea25b82a46065174c689daa,,9.0,9.0,10.0,10.0
60e9e8092cfc1f464753dd71,payment should of been slightly higher for the amount of time,10.0,10.0,10.0,9.0
5f4efbf90b8cc113d26921a4,,10.0,10.0,10.0,10.0
63474e67a5fd298c6103c409,,9.0,10.0,8.0,7.0
5a02083e087f2e0001eadbdb,I was not confused.,10.0,9.0,9.0,7.0
644e757b60476ac7d5a7717a,,8.0,8.0,7.0,6.0
6400e3697879c55c323f34d0,,10.0,10.0,9.0,9.0
5c95493ddd325800166f838a,,9.0,9.0,9.0,7.0
5c3fd0d4c2d0b700017d02cd,All instructions made sense and I experienced no confusion. Good study.,10.0,10.0,9.0,9.0
64551d250ef342507eb0edf9,"Nothing was confusing, the study was a fun experience",10.0,9.0,8.0,9.0
63d7d63f02fe0c728604e529,,10.0,10.0,10.0,10.0
63cea656fde295b985467970,,10.0,10.0,9.0,10.0
644f255ec4f58fe559261911,It made me think about how I would feel in each situation.  Thank you,10.0,10.0,10.0,10.0
629e241d171ec6698e05f149,none,8.0,10.0,5.0,7.0
600ce0f31a766724ae9ef3d2,,10.0,10.0,5.0,8.0
